reviewer_rating,review_date,reviewer_category,reviewer_sentiment,cleaned_text_review,review_year,review_month
5.0,2012-01-06,Couples,1,sure make sanctuaries malaysian borneo reading many mixed reviews online worried may contributing little petting zoo orangutans however much research decided sepilok fulfil dream seeing organutans natural habitat well almost leastwe pleasantly surprised public allowed sanctuary  hour morning  hour afternoon one location viewing platform prior entry talk film work sanctuary terms allowed forest told expect see great apes fruiting season lots food privileged see  mothers babies thrid pregnant orangutan special seeing swing forest feeding platform fairly oblivious crowd people watchingwhat really liked animals left encouraged wild possible human contact way encouraged put show public patrons allowed rehabilitation unit contact orphaned orangutans simply left fate released apes fancy bit extra food day come along feeding platformthe center seems really great work spread message protecting orangutans malaysia conservation rehabilitation taken seriously doubts worries definitely quashed special memorable experience watching orangutans far forest,2012,1
3.0,2012-01-06,Family,0,think ok u never see rehabilition centre watch orang utan think many places better,2012,1
3.0,2012-01-05,Family,0, day river cruise hoped see orangutan sadly last resort went sanctuary expecting great deal afraid didnt get much one mother baby saw know zoo pot luck disappointingit extremely noisy group australian schoolgirls young malaysian children perhaps impact done keep people quietwe waited people left case others decided come sadly started walk away saw young orangutan walking towards us along boardwalk  people hadnt rushed treated best part visitwould recommend may lucky reviews probably,2012,1
4.0,2012-01-05,Not Specify,1,santuary dedicated helping conserving habitat nuture orangutans every money spent used help ever dwendling numbers species come see orangutans alone help educating kids even far fees paid helping staff animals around must place visit amature photographers use mm starters cause quiet distance away feeding especially people around,2012,1
3.0,2012-01-05,Couples,0,great important support viewing platform bit average better go  mins kk see shangri la rasa ria go sepilok better yet go see wild danum valley,2012,1
4.0,2012-01-05,Family,1,second trip sanctuary prices seem increased since previous visit  years ago much preferred experience seeing orangutans wild danum valley make long journey hours spend sandakan heading airport sanctuary offer fantastic views orangutans possible species well lucky enough see pygmy squirrel mangrove snake near board walk viewing platforms,2012,1
4.0,2012-01-05,Solo,1,genuinly interested conservation excellant chance view nature however viewing platform unsheltered either hot wet want zoo like experience hands th ewrong place whole point allow orangutans behave naturally mauled tourists,2012,1
4.0,2012-01-03,Not Specify,1,sepilok orang utan rehabilitation centre fine based previous reviews one hotel guests comments lowered expectations orang utan centre malaysian rate orang utan centre rm  instead rm  nonmalaysians rm  rm  cameras fine basically  minutes orang utan feeding am pm saw  orang utans clutching babies bananas rambutans orangutans definitely worth fees would feel differently paying rm  though orang utan centre also facilities free lockers fit backpacks clean airconditioned toilet av room basic display room orangutan information also restaurant little overpriced rm  egg sandwhich rm  iced coffee rm  hot coffee rm  mineral watera things though cant bring water bags rehabilitation centre orangutan may grab since rainy season decjan also sell ponchos rm  summary im happy gone sepilok see orangutans least life malaysian rm  admission rm  camera worth anything im sure would feel advisable come rainy season sandakan raining almost whole day guests ran cover downpour came us middle feeding,2012,1
5.0,2012-01-02,Not Specify,1,ticket allows visit feeding time morning afternoonit lot quieter afternoon happened see orang utans afternoonit great setting jungle silent cant take food drink left lockerwe saw  orang utans morning including mother baby saw   afternoon mother baby incredibly close tree allowed amazing photographsa lot smaller monkeys come along close walk waythe centre also small shop film watchit incredibly warmhumid wear loose thin clotheswe also night walk walk jungle done day time great really flexible picked time guide armed couple torches saw green viper snakes giant flying squirrels flying lemur civic cat stick insects frogs sloe lorris glow worms fantastic,2012,1
5.0,2011-12-30,Family,1,seen center work tv keen visit entrance fee reasonable  ringgits incl camera got see short video center worth watching went viewing platform managed see couple mothers babies one orangutan apparently people leave without seeing happy reuse ticket afternoon dont see morningthe one thing frustrate remarks tourists like zoo need remember orangutans rehabilitated often traumatic experiences humans means human interaction rely handlers food learn skills help set free help impressed dedication staff sepilok inspired wonderful work every day,2011,12
3.0,2011-12-29,Family,0,hailed must see attraction found bit disappointing  orangutan baby feeding area mainly back us waiting see  minutes am really excited hung around am hope wed see action unfortunately nothing really see realise luck draw still disappointed see virtually nothingthe video good though cafe fine,2011,12
5.0,2011-12-28,Friends,1,place really must go love natural preserved forest kept order provide place orang utan,2011,12
4.0,2011-12-27,Family,1,raining arrived drama umbrellas provided lots people went plenty room see feeding great left feeding earlier avoid crowd walking back amazed young male within arms reach us sitting railing walking stood watched another smaller orang appeared sure watching finally jumped onto path wandered away incredible experience gift shop way priced would definatley reccommend visit,2011,12
5.0,2011-12-27,Not Specify,1,sepilok clean place make every effort keep way well keeping visitors animals safe allowed bring food drink centre lockers available keeping items bags go tour easier leave belongings coachwhen first arrive introductory video orangutans work centre interesting however get see came foryou walk along board walk rainforest feeding area lot place numerous visitors able take amazing photos get close  females make way along rope board walk felt able get close enough amazing animals great see returend wild state  females saw babies shows great work goes would great able see section work babies understandable possible dont go expecting see babies wheelbarrows like see tvthere numerous animals see along board walk well long tailed macaques giant squirellspositive points great chance see beautiful animalsnegative points none think,2011,12
